,id,title,description,search_word,tags,viewCount,likeCount,favoriteCount,commentCount
211,EZ94p5mJYKo,NCERT CLASS 12 Pol. Sci. | Chapter-9 Recent Development in Indian Politics  | New Series | Part-2,"Namaskaar Dosto, is video mein aapse class 12 POL. SCIENCE ke Chapter -9 Recent Development in Indian Politics ke bare me ...",indian politics,"#Epaathshaala,class 12 political science regional aspirations,class 12 political science regional aspirations notes,class 12 political science chapter 8 regional aspirations notes,ncert solutions for class 12 political science regional aspirations,class-12 political science regional aspirations",5090,274,0,27
212,cl-Wo1zlq4w,Recent Developments in Indian Politics - Part 5 : Political Science Class 12,Two issues that emerged very prominently during the politics of 90s were Mandal Commission and Ajodhya dispute. This video ...,indian politics,,6545,296,0,68
213,d_srNystWMA,NCERT CLASS 12 Pol. Sci. | Chapter-9 Recent Development in Indian Politics  | New Series | Part-4,"Namaskaar Dosto, is video mein aapse class 12 POL. SCIENCE ke Chapter -9 Recent Development in Indian Politics ke bare me ...",indian politics,"#Epaathshaala,class 12 political science regional aspirations,class 12 political science regional aspirations notes,class 12 political science chapter 8 regional aspirations notes,ncert solutions for class 12 political science regional aspirations,class-12 political science regional aspirations",3554,219,0,10
214,Gnuiu_PbfyM,Reforming Power to Serve People - Transparency in Indian Politics | 16 March 2020 @Wisdom jobs,IndianDemocracyAtWork #MoneyPowerInPolitics #IndianDemocracyLive #Transparency #ReformingPowerToServePeople ...,indian politics,"Indian Democracy At Work,Money Power In Politics,Indian Democracy Live,Transparency,Reforming Power To Serve People,Government Accountability,Right To Information,Government And Politics,Which Indian Parties Are Corrupt,Corrupt Political Parties,Indian Politics,Current Affairs 2020,Daily Current Affairs 2020,Current Affairs By Ghori Sir,Current Affairs Today,Current Affairs 2020 In English,Wisdom Study Current Affairs,Current Affairs March 2020,Wisdomjobs",17,1,0,0
215,2CAqQmGGMHo,Role of castes in Indian Politics/भारतीय राजनीति में जातिवाद की भूमिका,The caste plays an important role in Indian Politics. This question is very important for the exam. #CasteInIndianPolitics.,indian politics,"All Round Knowledge,Social Science Class-X",20486,546,0,22
216,8oDIg_AOAaA,Third Front alliance in Indian Politics a challenge for BJP Congress duopoly? Polity Current Affairs,"UPSC IAS (Pre + Mains) LIVE Foundation batch, Visit https://bit.ly/39OS2Ic for all details. Batch starting from 11th July'22 | 8:00 AM ...",indian politics,"studyiq,study iq,study iq current affairs,June current affairs 2021,Polity Current Affairs,Third Front alliance,sharad pawar,third front,bjp,prashant kishor,prashant kishor meets sharad pawar,mamata banerjee,sharad pawar prashant kishor,sharad pawar prashant kishor meet,congress,ncp,yogi adityanath,ncp chief sharad pawar,sharad pawar house meeting,third front in india,third front in indian politics,third front india,sharad pawar latest news",111663,4035,0,165
217,57L1rkmKIec,Class 12: NDA III &amp; IV | Recent Development in Indian Politics | L-16 | Digraj Sir,Enroll Now for our Unacademy Emerge: https://unacademy.onelink.me/bosH/9b701b06 Digraj Singh Rajput Sir will be discussing ...,indian politics,"Recent Development in Indian Politics,political science class 12 by digraj sir,class 12 political science,recent developments in indian politics,crack class 12,context of the 1990s chapter 9,learn political science,class 12,political science,unacademy humanities,social school,unacademy social school,social school with digraj,digraj singh rajput,NDA III & IV,nda iii & iv class 12,class 12 poltical science by digraj sir",8979,497,0,47
218,4BDjimpZdG8,Milan Vaishnav | When Crime Pays: Money and Muscle in Indian Politics,"Lecture | April 17 | 5-7 p.m. | Stephens Hall, 10 (ISAS Conf. Room) A talk by political economist, Dr. Milan Vaishnav on his new ...",indian politics,"Milan Vaishnav,When Crime Pays: Money and Muscle in Indian Politics,nstitute for South Asia Studies,Sarah Kailath Chair of India Studies,Institute of International Studies,Clausen Center for International Business and Policy,Gareth Nellis,UC Berkeley",2108,43,0,0
219,zVqASztcINg,ಅತಿ ಬುದ್ಧಿವಂತ ಪ್ರಧಾನಿ ಯಾರು? | Indian Prime Ministers Education | Indian Politicians | Masth Magaa,ಮಸ್ತ್​ಮಗಾ.ಕಾಮ್​ UPI ID: Q62736056@YBL ನಮ್ಮ ನಿಷ್ಪಕ್ಷಪಾತ ಹಾಗೂ ಉತ್ತಮ ...,indian politics,"Lal Bahadur Shastri,history of India,history of independent India,sardar vallabhbhai Patel,Nehru,sardar Patel,India's Independence,history of modern India,congress,jds,modi,pm modi,amit shah,yeddyurappa,narendra modi,cm,karnataka,karnataka politics,politics,tv9,tv9 kannataka,tv9 kannada,suvarna news,public tv,education,DK shi,dk shivakumar,Siddaramaiah,kannada,news,educational video,information,Indian Prime Ministers Education,Indian Politician",1265885,23129,0,1706
220,e3gXwDU7ylg,Ep. 149: A life in Indian Politics,"Jayaprakash Narayan was trained as a physician, served in the IAS, and went on to start a political movement. JP joins Amit ...",indian politics,"amitvarma,emergency,government,india,indianpolitics,ivm,jayaprakashnarayana,leaders,podcast,politics,theseenandtheunseen",1721,58,0,2
221,938poVA71bE,Is Yogi The Next Modi? | Indian Politics | UP Elections 2022 | Indian American Reactions !,Link For Requesting Videos To React ----- https://www.owlib.com/vadd OUR OTHER CHANNELS INDIAN AMERICAN ...,indian politics,Is Yogi The Next Modi? | Indian Politics | UP Elections 2022 | Indian American Reactions !,37351,2473,0,329
222,HV3ZZLWu3UE,CUET domain political science| Recent development in indian politics MCQ |CUET  Free Class|Pawan Sir,subscribe @CUET MALVIYA ACADEMY HELPLINE Malviya Academy (BHU WORLD) : #7081690644 To Join Our Course Watch ...,indian politics,"Cuet free course,Cucet free course,cuet 2022 free class,cucet 2022 free class,cuet 2022 online course,cuet online course 2022,cucet online course 2022,cucet 2022 online course,join cuet 2022 online classes for free,join cucet 2022 online classes for free,cuet,cuet 2022,cucet 2022,cucet,cuect 2022,free cuet 2022 preparation,cuet b.com,cucet b.com,cuet b.com preparation,cuet accountancy,cucet accountancy,cuet Basics of Accounting,cucet Basics of Accounting",4709,421,0,45
223,q4HSB0ZawGQ,IAS PCS Polity Lecture 64- Recent Developments in Indian Politics,Lecture 64_Recent_Developments_in_Indian_Politics Chapter 9 of NCERT Class 12 Book- Politics in India since Independence ...,indian politics,,1407,49,0,4
224,ok4Rk-yHGXM,Debate On Present Indian Politics | Jayprakash Narayan | Prof Nageshwar | JD Lakshminaryana | ABN,Debate On Present Indian Politics | Jayprakash Narayan | Prof Nageshwar | JD Lakshminaryana | ABN For All Political and Latest ...,indian politics,"abn news,abn telugu,abn andhrajyothi,abn news live,abn news online,abn online,abn videos,abn rk videos,abn live,abn telugu news,abn news channel,abn live news,ap news,telangana news,ap live news,ap news updates,hyderabad live news,telangana live news,telugu news,latest news today,latest telugu news",41205,361,0,160
225,3TcedR9FgfE,Class 12: Demolition &amp; After | Recent Development in Indian Politics | L-11 | Digraj Sir,Enroll Now for our Unacademy Emerge: https://unacademy.onelink.me/bosH/9b701b06 Digraj Singh Rajput Sir will be discussing ...,indian politics,"Recent Development in Indian Politics,political science class 12 by digraj sir,class 12 political science,recent developments in indian politics,crack class 12,context of the 1990s chapter 9,learn political science,class 12,political science,unacademy humanities,social school,unacademy social school,social school with digraj,digraj singh rajput,demolition of babri masjid,demolition of babri masjid explanation,babri masjid demolition case,digraj sir",3383,246,0,10
226,jtW_EHaNPmY,Can Yogi be the Next Modi? | Indian Politics | UP Assembly Elections 2022 | Party and Politics,Hello friends ➡️Subscribe our other Channel: Ideal Vlogs: https://www.youtube.com/channel/UCrwwNoxTFEwzKkP-_8DMR5w ...,indian politics,,34336,1553,0,289
227,XXI4MBBUqqQ,Recent devlopments in Indian politics class 12/political science/bysimran sahni,IN THIS VIDEO I HAVE EXPLAINED FULL CHAPTER IN DETAIL. FOLLOWING TOPICS: 1.context of 1990s 2.era of coalition ...,indian politics,,46173,1733,0,139
228,QLxKvpd9L3A,House Of Farts Ft. Manoj Pahwa | Indian Politics Stinks | Funny Video Sketch,Gorilla Shorts presents a comic desi take on the iconic series House of Cards with Manoj Pahwa as the desi Frank Underwood.,indian politics,"Indian Politics,Elections,Indian Elections,Funny Video,Comedy Film,Funny Indian Politicians,Funny Politics,House of Cards,Frank Underwood,Comedy Sketch,Humor,Farts,Election Speech,Politics,Passing Gas,Dirty politics,Funny Sketch",192392,1310,0,40
229,lVUGkYRQ5fQ,Role of Caste in Indian Politics - OJAS MPPSC - iOXY EDUCATION,"In this video we will discuss the Role of Caste in Indian politics. This is Part - II of the series "" Role of Caste, Religion, Class, ...",indian politics,"MPPSC,UPSC",723,29,0,1
230,riUTlvhtUhI,Khabar Jabar |  Indian Politics Witness Many Turncoats Ahead Of Forthcoming Polls,Khabar Jabar | Indian Politics Witness Many Turncoats Ahead Of Forthcoming Polls OdishaTV is Odisha's no 1 News Channel.,indian politics,"otv,otv news,odisha tv,odishatv,odisha news,latest odisha news,odisha current news,breaking news odisha,otv odisha,odisha tv latest,latest news otv,latest odia News,naveen patnaik,bhubaneswar,bhubaneswar news,ଓଟିଭି,ଓଡିଶା ଖବର,ଓଡ଼ିଆ news,odisha covid updates,otv live news,odia news headlines,otv news updates,otv youtube,corona vaccination,lockdown news,odisha lockdown,o tv,o tv news",14942,200,0,20
231,CSlolWOGIe0,Class 12: Lok Sabha Elections 2004 | Recent Development in Indian Politics | L-14 | Digraj Sir,Enroll Now for our Unacademy Emerge: https://unacademy.onelink.me/bosH/9b701b06 Digraj Singh Rajput Sir will be discussing ...,indian politics,"Recent Development in Indian Politics,political science class 12 by digraj sir,class 12 political science,recent developments in indian politics,crack class 12,context of the 1990s chapter 9,learn political science,class 12,political science,unacademy humanities,social school,unacademy social school,social school with digraj,digraj singh rajput,Lok Sabha Elections 2004,lok sabha,elections 2004,loksabha elections class 12,lok sabha elections explanation",3194,234,0,14
232,Da_-pLlI5Zw,100 Indian Politics GK - Polity GK - India GK in Hindi Questions and Answers - PART- 4,100 Indian Polity and Constitution Gk Questions - Indian Indian Politics General Knowledge questions and answers - Part 4 ...,indian politics,"indian polity,polity gk,gk in hindi,india gk,general knowledge,political gk,indian political gk,indian politics questions and answers,political gk in hindi,gk,hindi gk,political science general knowledge,gk political,gk political science,gk questions,Indian Politics GK,indian constitution gk in hindi,indian constitution,indian political gk in hindi,constitution gk,100 gk,polity gk question,latest gk 2019,General Knowledge questions and answers",81296,2421,0,38
233,oyea9-09STw,CLASS 12th POLITICAL SCIENCE | CHAPTER - RECENT DEVELOPMENTS IN INDIAN POLITICS |,CLASS 12th POLITICAL SCIENCE | CHAPTER - RECENT DEVELOPMENTS IN INDIAN POLITICS | 9.,indian politics,,157,3,0,0
234,vu_QC3VF39Q,P 3.6 Role of Religion in Indian Politics || UPSC PREPARATION,Support us→ Amazon→ http://www.amazon.in/?&tag=joysp-21.,indian politics,"UPSC,UPSC PREPARATION,PREPARATION",3926,63,0,2
235,YF62N4W0k7o,"Caste, Religion And Ethnicity In Indian Politics by IPS Mohammad Nadeemuddin",Why Aspirants should Opt for Political Science and International Relations 1. Overlap with GS Syllabus 2. Availability of material ...,indian politics,"psir,political science,international relations,nadeem,ips nadeem",2655,54,0,3
236,iSaa1P6qprQ,Indian Politics Trends and Development | Class 12 Political Science Chapter 9 | Term 2 One Shot,Indian Politics Trends and Development | Class 12 Political Science Chapter 9 | Term 2 One Shot ✓ Term 2 Class 12 Board Exam ...,indian politics,"indian politics trends and development class 12,indian politics trends and development class 12 in hindi,indian politics trends and developments class 12,indian politics trends and development,indian politics trends,class 12 indian politics trends and development,class 12 political science chapter 9,class 12 political science chapter 9 one shot,class 12 political science indian politics trends and development,adda247 school,class 12 term 2 political science",6092,215,0,8
237,LnYo9bgmlbo,NCERT Chapter 9 Recent Development in Indian Politics | Class 12 Pol Science | Part-1 | Epaathshaala,"Namaskaar Dosto, is video mein aapse class 12 POL. SCIENCE ke Chap-9 Recent Development in Indian Politics ke bare me ...",indian politics,"class 12 political science regional aspirations,class 12 political science regional aspirations notes,class 12 political science chapter 8 regional aspirations notes,ncert solutions for class 12 political science regional aspirations,class-12 political science regional aspirations",11512,339,0,20
238,BkhemnGYm8s,Itihas Gawah Hai : 1990s: A decade of tumult in Indian politics,The 1990s was a historic decade in India. Two polarizing trends emerged in national politics - that of the politics of social justice ...,indian politics,"news,History,Modern,Itihas Gawah Hai,Anurradha Prasad,Janta Party,Rajiv Gandhi,Ltte,Atal Bihari Vajpayee (Politician),BJP,Murder,Blast,Sri Lanka,Tamil",94225,374,0,20
239,Y8a2Wcjew28,"Sitaram Yechuri ने Indian Politics, Democracy और Communist Movement पर क्या कहा? (BBC Hindi)",मार्क्सवादी कम्युनिस्ट पार्टी (CPI-M) के राष्ट्रीय महासचिव सीताराम ...,indian politics,"BBC Hindi,hindi news,news in hindi,Tej Pratap Yadav,RJD,Tejashwi Yadav,Lalu Yadav,JDU,Bihar,Bihar Elections,Bihar Assembly Elections,Nitish Kumar,Hathras,बीबीसी हिंदी,हिंदी समाचार,हिंदी ख़बर,तेजस्वी यादव,तेज प्रताप यादव,आरजेडी,बिहार चुनाव,बिहार विधानसभा चुनाव,लालू यादव,नीतीश कुमार,राबड़ी देवी,बिहार,पटना,जेडीयू,बिहार असेंबली चुनाव,मोदी,Sitaram Yechury,Communist Party of India,CPI,सीताराम येचुरी,सीपीआई,Sitaram Yechury interview",34365,0,0,261
240,OjCaewnBAiI,The Violent Heart of Indian Politics. Reflections on popular sovereignty in India,Speaker: Thomas Blom Hansen Abstract Since Modi's ascent to power in 2014 Indian democracy and democratic values appear ...,indian politics,SOAS University of London,525,12,0,0
240,OjCaewnBAiI,The Violent Heart of Indian Politics. Reflections on popular sovereignty in India,Speaker: Thomas Blom Hansen Abstract Since Modi's ascent to power in 2014 Indian democracy and democratic values appear ...,indian politics,SOAS University of London,525,12,0,0
241,H1eJegIwtMk,Halla Bol: Will PM Modi finally wipe out Congress from Indian politics?,Exit polls by India Today Group-Cicero for Maharashtra and Haryana Assembly polls indicate a complete wipeout of the Congress ...,indian politics,"top news news in hindi hindi news today's news,delhi news,best news,aajtak,aajtak news,latest news,latest hindi news,Narendra Modi (Politician),Indian National Congress (Political Party),halla bol,pepper media",1669165,4775,0,354
242,M1brRF4553A,Religion In Indian Politics | The Sunday Debate With Arnab Goswami,Download World's Lightest English News App - Republic World App ▻http://bit.ly/2ixOuLA Sunday debate with Arnab on Who ...,indian politics,"Gujarat Expose,gujarat,Church Vs Nationalists,Gujarat Election,archbishop,archbishop letter,gujarat church,church war,gujarat election 2017,gujarat assembly elections,gujarat election 2017 opinion poll,religion,hindu muslims,latest news,news today,breaking news,indian news,arnab,arnab goswami,arnab goswami debate,the debate,republic tv,republic channel,republic debate,ahmedabad,war on nationalists,Thomas Ignatius MacWan,Thomas MacWan,Gandhinagar",29225,241,0,89
243,sVvtwJMOn5Q,The NDTV Dialogues: Money And Muscle In Indian Politics,A look at the toxic cocktail of money and muscle in the Indian polity: how it impacts governance and whether it works as a social ...,indian politics,"The NDTV Dialogues,Indian Politics,Criminal background,Political Parties,RK Singh,Manish Tewari,Milan Vaishnavs,Ashutosh,Criminal Candidates,Sonia Singh,NDTV 24x7,NDTV",3358,23,0,2
244,FTjfKDl-yUc,The complexity and unpredictability of Indian politics (CAPF Essay 2019),Rashmi Agrawal | English Faculty (Delhi) What's App – 9599967731 Telegram Group - @Competitive English by Rashmi ...,indian politics,"SSC,Bank,CDS,NDA,CAPF,CLAT,IES English Competitive Exams",1952,81,0,15
245,e1k7ukJCVaQ,Political Science | Class 12 | Chapter 6 | Indian Politics Trends And Developments | By Nisha Jha,"Political Science | Class 12 | Chapter 6 | Indian Politics Trends And Developments | By Nisha Jha in this video, I've discussed, ...",indian politics,Political Science | Class 12 | Chapter 6 | Indian Politics Trends And Developments | By Nisha Jha,1802,50,0,14
246,yHakdLiKsvE,NCERT CLASS 12 Pol. Sci Chap - 9 Recent Development in Indian Politics | Important MCQ Question,"Namaskaar Dosto, is video mein aapse class 12 POL. SCIENCE ke Chap-9 Recent Development in Indian Politics ke bare me ...",indian politics,"#Epaathshaala,class 12 political science regional aspirations,class 12 political science regional aspirations notes,class 12 political science chapter 8 regional aspirations notes,ncert solutions for class 12 political science regional aspirations,class-12 political science regional aspirations",1016,37,0,14
247,_ikHSnJ7bVc,IF INDIAN POLITICS WAS A SCHOOL EDIT FT.WE ROLLIN | 444 KM EDITS |,IGNORE THIS #shorts #edit #indianpolitics #werollin #rahulgandhi #amitshah #status #whatsappstatus #modi #politics ...,indian politics,,1480,100,0,6
248,Mql81l1lXZI,Indian politics heat up on &#39;toolkit&#39; controversy | Full Report,Bharatiya Janata Party's Sambit Patra addressed a press conference claiming that a toolkit was formed to defame Prime Minister ...,indian politics,"BJP,Congress,Sambit Patra,Saumya Verma,Toolkit,Seedhe Field Se,Toolkit Controversy,Bjp Vs Congress,Bjp Toolkit,Congress Vs Bjp,Congress And Bjp Today News,Sambit Patra Vs Rahul Gandhi,Sambit Patra And Rahul Gandhi,Rahul Gandhi,Rahul Gandhi Sambit Patra,Rahul Gandhi Vs Sambit Patra,Rahul Gandhi On Toolkit Controversy,Bjp Alleges Congress,Bjp On Congresss,Bjp Congress Fight,Fight Between Bjp And Congress,Hindi News,Abp News Live,abp live,abp live news",6376,105,0,45
249,CxROQrd9LBc,"Indian Politics Important Questions|ଭାରତୀୟ ରାଜନୀତି ପ୍ରଶ୍ନ।Repeated Questions| Part 2 ASO,OSSSC,SSC",politicsquestions #chinmayasir #gkselected #aso #osssc Indian Politics Part-1 https://youtu.be/GzoTVjBPt0g Odisha History GK ...,indian politics,"political questions,Indian Politics,Indian Politics Important Questions,Indian politics gk,gk by Chinmaya Sir,gk by Chinmay sir,Chinmaya panda,static gk,politics gk quiz,Indian politics selected questions,Indian constitution questions,Indian constitution article questions,politics selected questions,gk by Chinmaya,OSSSC Combined Exam gk,ssc,ssc CHSL,FG,SFS,aso politics questions,opsc aso gk,aso previous year gk",25273,2119,0,156
250,hBRmvh33R9c,Latest Football Transfer Updates | Confirmed News and Rumours | Summer 2022,"In this video, we bring you the latest 'Confirmed Transfers and Rumours' of the Summer 2022/23 from all over the world.",football transfers ,"confirmed transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,confirmed transfers rumours,transfer rumours,transfer news 2022,transfer news today,liverpool transfer news,premier league transfer news",23068,185,0,9
251,KgUgSjij2jw,The Toxic Cycle of Football Transfers,Thanks a lot to Brilliant for sponsoring this video! Visit http://brilliant.org/AthleticInterest/ to get started for free and get 20% off ...,football transfers ,"transfer news,transfer window,football transfers,transfer market,manchester united,premier league,real madrid,fabrizio romano,athletic interest,benfica,benfica transfers,chelsea transfer news,football,football transfer news,football transfers market explained",176827,9511,0,372
252,327IBgnCgUY,Sensible Transfers: Manchester United,"Try The Athletic for FREE for 30 days: http://theathletic.com/tifotransfers Erik ten Hag is the new manager of Manchester United, ...",football transfers ,"tifo football,tifo football youtube,youtube tifo football,tifofootball,tifofootball youtube,sensible transfers,sensible transfers man united,man united,mufc,manchester,utd,tifo man united,tifo transfers,tifo sensible transfers,tifo man united transfers,ten hag,right back,midfielder,winger",256591,9195,0,753
253,nxcSe4WFxb8,Arsenal potential starting lineup next season with transfers | Confirmed transfers and rumours 2022,"HOW ARSENAL WILL LINEUP NEXT SEASON WITH ALL TRANSFERS. Arsenal transfer news,Arsenal summer 2022 transfer ...",football transfers ,"Lineup,Predicted lineup,Potentia lineup,Transfer news,Transfer rumours,Great,How,Most,Premier league,UEFA,Training,Arsenal,Liverpool,Chelsea,Manchester city,EPL,Transfer target,Arsenal news,Arsenal transfer news,Arsenal transfer rumours,Arsenal rumours,Arsenal lineup with transfer,Arsenal lineup next season,transfer news summer 2022,Transfer news 2022,Confirmed transfer 2022,Transfer news and rumours 2022,Fabio Vieira,Fabio Vieira to Arsenal",39837,414,0,26
254,7dhPYKFLUYs,"NEW CONFIRMED TRANSFERS &amp; RUMOURS SUMMER 2022 FT RICHARLISON, CRISCITO, BERNABEL, BURKE, FISH, LIAM","NEW CONFIRMED TRANSFERS & RUMOURS SUMMER 2022 FT RICHARLISON, CRISCITO, BERNABEL, BURKE, FISH, LIAM, ...",football transfers ,"confirmed transfers,transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,arsenal transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,barcelona transfer news,real madrid transfer news,confirmed transfers & rumours,transfer rumours,mbappe,pogba",15261,272,0,14
255,I_kcPYPQ0LY,"LATEST CONFIRMED &amp; RUMOURS TRANSFER SUMMER 2022 ✅Luis Suárez,Di María,DeJong,Ziyech,Sterling I13I 💥","LATEST CONFIRMED & RUMOURS TRANSFER SUMMER 2022 ✓Luis Suárez,Di María,DeJong,Ziyech,Sterling I13I ...",football transfers ,"new confirmed transfers,latest transfer news 2022,sterling chelsea,azz foot93,LATEST CONFIRMED & RUMOURS TRANSFER SUMMER 2022,cr7 transfer news,de jong man united,TOP CONFIRMED TRANSFERS SUMMER 2022,luis suarez river plate,latest CONFIRMED TRANSFERS SUMMER 2022,BEST CONFIRMED TRANSFERS,FOOTBALL TRANSFERS NEWS 2022,fifa 22 confirmed transfers,di maria juventus,new confirmed transfers 2022,man united transfer news",147874,1864,0,28
256,SNtPbK0q6C8,"Raphinha to Chelsea or Barcelona, Dembele, Lewandowski, Neymar vs. PSG | Football Transfers",Chelsea and Barcelona continue to fight for Raphinha. Leeds have accepted the offer and Chelsea are trying to agree personal ...,football transfers ,,10545,219,0,14
257,mUUSUh3IWDU,Transfer Update: Man United edging closer to Frenkie de Jong deal 🤝,SUBSCRIBE ▻ http://bit.ly/SSFootballSub PREMIER LEAGUE HIGHLIGHTS ▻ http://bit.ly/SkySportsPLHighlights Sky Sports ...,football transfers ,"Football,Football League,Premier League,Sky Spors live,Sky Sports,Soccer,epl other 1920,premier league highlights,sky sports football,Frenkie de Jong,Michael Bridge,Gabriel Jesus,Transfer News,Transfer Talk,Manchester United,Arsenal,Richarlison,Barcelona Midfielder,Paul Pogba,Erik ten Hag",212117,4549,0,650
258,CA9GfOyeEoA,"ALL CONFIRMED TRANSFERS NEWS SUMMER 2022 - Football! ✅😱 ft De Jong, Suarez, Mane… etc","FIFA 22 All New Confirmed Transfers Summer 2022 - Football! ft. De Jong, Mane, Suarez, Messi, Cristiano Ronaldo! De Jong to ...",football transfers ,"FIFA 22,fifa,fut 22,austor,ultimate team,ps5,fifa 22 ultimate team,fifa 22 trailer,fifa 22 ratings,fifa 22 news,transfer news,confirmed transfers,fifa 22 confirmed transfers,football,dls 22,zan omg,transfers,onefootball,442oons,news,football news,fifa 22 gameplay,football transfers,transfers 2021,fifa 22 career mode,sky sports,football daily,efootball 2022,oh my goal,talksport,hitc sport,winter transfers 2022,ufl,w2s,fc motivate,de jong,man utd",262179,12391,0,636
259,ea1V3-ya9Ps,BREAKING: Chelsea HIJACK Arsenal’s £55m Raphinha Transfer!,"SPONSOR THIS VIDEO: footballdailyuk@gmail.com This week, the transfer market has really got going, and we're bringing you ...",football transfers ,"football daily,football news,football,soccer,transfer news,premier league,champions league,epl,la liga,serie a,bundesliga,highlights,goals,futbol,calcio,sky sports,sky sports highlights,sunday vibes,football daily podcast,stat wars,sky sports news,sky sports retro,euro football daily,manchester united,chelsea,arsenal,liverpool,barcelona,real madrid,messi,ronaldo,neymar,champions league highlights,raphinha,gabriel jesus,leeds,brazil,arteta,tuchel,boehly",64947,2042,0,173
260,_NtG0HMEKW4,10 SMARTEST Transfers Of The Summer So Far!,"SPONSOR THIS VIDEO: footballdailyuk@gmail.com Today we're counting down 10 of the smartest signings of the summer so far, ...",football transfers ,"football daily,football news,football,soccer,transfer news,premier league,champions league,epl,la liga,serie a,bundesliga,highlights,goals,futbol,calcio,sky sports,sky sports highlights,sunday vibes,football daily podcast,stat wars,sky sports news,sky sports retro,euro football daily,manchester united,chelsea,arsenal,liverpool,barcelona,real madrid,messi,ronaldo,neymar,champions league highlights,smartest transfers,Gravenberch,Hlozek,Neres,Kamara,Aguerd,Roca",114118,3009,0,217
261,b0mcQVUCCuc,"LIVERPOOL CONFIRMED &amp; RUMOURS TRANSFERS SUMMER 2022 FT😱Asensio, Núñez,Calvin Ramsay,Mané,Rabiot 💥","LIVERPOOL CONFIRMED & RUMOURS TRANSFERS SUMMER 2022 FT  Asensio, Núñez,Calvin Ramsay,Mané,Rabiot ...",football transfers ,"Azz foot93,liverpool transfer news 2022,liverpool CONFIRMED & RUMOURS TRANSFERS SUMMER 2022,liverpooltransfers,nunez liverpool transfer,Calvin Ramsay liverpool,Darwin Núñez,rabiot liverpool,CONFIRMED & RUMOURS TRANSFERS summer2022,liverpool transfer,liverpool,CONFIRMED TRANSFERS summer 2022,transfers,official transfers,fifa 22 confirmed transfers,football,football transfers,liverpool summer 2022",49309,620,0,9
262,-gGl7JGc_Sw,Chelsea EXPLODE In Transfer Window - Raphinha Personal Terms - Koulibaly Agent Talks &amp; MORE,Chelsea explode in transfer window as Todd Boehly looks to bring in multiple new signings to Thomas Tuchel's Chelsea.,football transfers ,"Chelsea news,latest chelsea news,chelsea update,chelsea fc,chelsea transfer news,chelsea transfer window,chelsea transfer targets,latest chelsea transfer news,Raphinha chelsea transfer,Raphinha fee agreed chelsea,Raphinha chelsea,Raphinha,thomas tuchel transfers,thomas tuchel,todd boehly chelsea transfers,todd boehly,Kalidou Koulibaly chelsea,Kalidou Koulibaly,de ligt chelsea,juventus chelsea",54228,3435,0,441
263,HMJmp_tr89g,"The latest football transfers; Raheem Sterling out, Anthony Gordon to stay at Everton?",Subscribe to Sky Sports News: http://bit.ly/SkySportsNewsSub Michael Bridge provides the latest developments in the transfer ...,football transfers ,"Anthony Gordon,Raheem Sterling,Manchester City,Everton,Transfer Centre,Sky Sports News,Sky Sports,Sky Sports Football,News,Sport News,Breaking News,Football News,Transfer News,English Football",273291,3471,0,383
264,721TYI3L9Fk,"45 BIGGEST CONFIRMED TRANSFERS SUMMER 2022 ✅ POGBA,JESUS, MANE,LUKAKU,PHILIPS,HALLER... etc","45 BIGGEST CONFIRMED TRANSFERS SUMMER 2022 ✓ POGBA,JESUS, MANE,LUKAKU,PHILIPS,HALLER... etc ...",football transfers ,"TOP CONFIRMED TRANSFERS SUMMER 2022,CONFIRMED TRANSFERS SUMMER 2022,45 BIGGEST CONFIRMED TRANSFERS SUMMER 2022,top confirmed transfers 2022,Azzfoot 93,NEW CONFIRMED TRANSFERS SUMMER 2022,2022 CONFIRMED TRANSFERS,BIGGEST CONFIRMED TRANSFERS SUMMER 2022,ALL PRE-ARRANGED SUMMER 2020 TRANSFERSALL SUMMER 2022 CONFIRMED TRANSFERS,PAUL POGBA JUVENTUS,chelsea transfer news 2022,barcelona transfer news,man united transfer news,gabriel arsenal,pogba juventus",223963,2761,0,68
265,d5iTq2yStv4,"NEW CONFIRMED TRANSFERS &amp; RUMOURS SUMMER 2022 FT DE JONG, BOTMAN, SIMONS, LENGLET, PALHINHA, CHEICK","NEW CONFIRMED TRANSFERS & RUMOURS SUMMER 2022 FT FRENKIE DE JONG, BOTMAN, SIMONS, LENGLET, ...",football transfers ,"confirmed transfers,transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,arsenal transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,barcelona transfer news,real madrid transfer news,confirmed transfers & rumours,transfer rumours,mbappe,pogba",26601,402,0,10
